instancia,grupo,constructiva,operador,costo_inicial,costo_final,mejora_pct,tiempo_s,pasadas
b05100,b,insercion,relocate_first,5473.0000,5473.0000,0.0000,0.0000,0
b05100,b,insercion,relocate_best,5473.0000,5473.0000,0.0000,0.0000,0
b05100,b,insercion,swap_first,5473.0000,5473.0000,0.0000,0.0000,0
b05100,b,insercion,swap_best,5473.0000,5473.0000,0.0000,0.0000,0
b05100,b,insercion,relocate_multiple,5473.0000,5473.0000,0.0000,0.0000,0
b05100,b,insercion,swap_multiple,5473.0000,5473.0000,0.0000,0.0000,0
b05200,b,vmc,relocate_first,8703.0000,8703.0000,0.0000,0.0000,0
b05200,b,vmc,relocate_best,8703.0000,8703.0000,0.0000,0.0000,0
b05200,b,vmc,swap_first,8703.0000,8542.0000,1.8499,0.0002,28
b05200,b,vmc,swap_best,8703.0000,8541.0000,1.8614,0.0005,17
b05200,b,vmc,relocate_multiple,8703.0000,8703.0000,0.0000,0.0000,0
b05200,b,vmc,swap_multiple,8703.0000,8539.0000,1.8844,0.0002,22
b05200,b,insercion,relocate_first,9106.0000,9106.0000,0.0000,0.0000,0
b05200,b,insercion,relocate_best,9106.0000,9106.0000,0.0000,0.0000,0
b05200,b,insercion,swap_first,9106.0000,9089.0000,0.1867,0.0000,2
b05200,b,insercion,swap_best,9106.0000,9089.0000,0.1867,0.0001,2
b05200,b,insercion,relocate_multiple,9106.0000,9106.0000,0.0000,0.0000,0
b05200,b,insercion,swap_multiple,9106.0000,9095.0000,0.1208,0.0001,1
b10100,b,vmc,relocate_first,3461.0000,3461.0000,0.0000,0.0000,0
b10100,b,vmc,relocate_best,3461.0000,3461.0000,0.0000,0.0000,0
b10100,b,vmc,swap_first,3461.0000,3381.0000,2.3115,0.0001,12
b10100,b,vmc,swap_best,3461.0000,3358.0000,2.9760,0.0001,15
b10100,b,vmc,relocate_multiple,3461.0000,3461.0000,0.0000,0.0000,0
b10100,b,vmc,swap_multiple,3461.0000,3374.0000,2.5137,0.0001,11
b10100,b,insercion,relocate_first,4417.0000,4417.0000,0.0000,0.0000,0
b10100,b,insercion,relocate_best,4417.0000,4417.0000,0.0000,0.0000,0
b10100,b,insercion,swap_first,4417.0000,4348.0000,1.5621,0.0000,14
b10100,b,insercion,swap_best,4417.0000,4353.0000,1.4489,0.0001,7
b10100,b,insercion,relocate_multiple,4417.0000,4417.0000,0.0000,0.0000,0
b10100,b,insercion,swap_multiple,4417.0000,4319.0000,2.2187,0.0001,16
